"NACCAGE","EDUC","SEX","RACE","sdpred","sd","EDUCCATsomecollege","EDUCCAThigherthancollege","SEX:NACCAGE","EDUCCATsomecollege:NACCAGE","EDUCCAThigherthancollege:NACCAGE","mean.adj","sd.adj"
80,13,0,0,2.27953929363627,2.26988404870263,1,0,0,80,0,8.08128616742745,2.27953929363627
81,13,0,0,2.28447415256273,2.27204317722192,1,0,0,81,0,8.07009201808601,2.28447415256273
82,13,0,0,2.28932103086143,2.30219880043383,1,0,0,82,0,8.05829225528644,2.28932103086143
83,13,0,0,2.29408235170977,2.30710352127273,1,0,0,83,0,8.04523338370005,2.29408235170977
84,13,0,0,2.29876053828512,2.32386310932722,1,0,0,84,0,8.03026190799816,2.29876053828512
85,13,0,0,2.30335801376487,2.32375385783604,1,0,0,85,0,8.01272433285209,2.30335801376487
86,13,0,0,2.30787720132642,2.31475548510932,1,0,0,86,0,7.99196716293315,2.30787720132642
87,13,0,0,2.31232052414715,2.29880494681109,1,0,0,87,0,7.96733690291266,2.31232052414715
88,13,0,0,2.31669102728982,2.3071237469351,1,0,0,88,0,7.93825063396931,2.31669102728982
89,13,0,0,2.32099559365613,2.3215881518554,1,0,0,89,0,7.90456098582038,2.32099559365613
90,13,0,0,2.32524256873005,2.31163278456885,1,0,0,90,0,7.86628657367276,2.32524256873005
91,13,0,0,2.32944030087465,2.32906935130989,1,0,0,91,0,7.82344633947639,2.32944030087465
92,13,0,0,2.333597138453,2.32998901818793,1,0,0,92,0,7.77605922518122,2.333597138453
93,13,0,0,2.33772142982818,2.27864934550031,1,0,0,93,0,7.72414417273722,2.33772142982818
94,13,0,0,2.34182152336325,2.31546928645371,1,0,0,94,0,7.66772012409434,2.34182152336325
95,13,0,0,2.34590576742129,2.29758452662226,1,0,0,95,0,7.60680602120253,2.34590576742129
40,14,0,0,2.14665895719347,2.5512982011844,1,0,0,40,0,9.04420405833738,2.14665895719347
41,14,0,0,2.14822935649391,2.50245883305887,1,0,0,41,0,9.0423272837577,2.14822935649391
42,14,0,0,2.14980860399272,2.4229134842202,1,0,0,42,0,9.04040039242374,2.14980860399272
43,14,0,0,2.15140171623627,2.44759842023381,1,0,0,43,0,9.03839695474123,2.15140171623627
44,14,0,0,2.15301370977092,2.36077666599947,1,0,0,44,0,9.03629054111588,2.15301370977092
45,14,0,0,2.15464960114305,2.32503833557731,1,0,0,45,0,9.03405472195344,2.15464960114305
46,14,0,0,2.15631440689902,2.15936629355589,1,0,0,46,0,9.03166306765964,2.15631440689902
47,14,0,0,2.1580131435852,2.22026298749994,1,0,0,47,0,9.0290891486402,2.1580131435852
48,14,0,0,2.15975083097082,2.12951268805299,1,0,0,48,0,9.02630636889648,2.15975083097082
49,14,0,0,2.16153412603854,2.09984661363091,1,0,0,49,0,9.02320359901099,2.16153412603854
50,14,0,0,2.16337398184489,2.16071220608098,1,0,0,50,0,9.01944789254386,2.16337398184489
51,14,0,0,2.16528204758436,2.13084876337825,1,0,0,51,0,9.0146703597118,2.16528204758436
52,14,0,0,2.16726997245148,2.1433163309267,1,0,0,52,0,9.00850211073149,2.16726997245148
53,14,0,0,2.16934940564075,2.12371085452136,1,0,0,53,0,9.00057425581964,2.16934940564075
54,14,0,0,2.17153199634668,2.10600964672668,1,0,0,54,0,8.99051790519295,2.17153199634668
55,14,0,0,2.17382939376379,2.14190922988873,1,0,0,55,0,8.9779641690681,2.17382939376379
56,14,0,0,2.17625324261668,2.12925049768678,1,0,0,56,0,8.96254571361798,2.17625324261668
57,14,0,0,2.17881479818976,2.16532524104055,1,0,0,57,0,8.94403076769873,2.17881479818976
58,14,0,0,2.18152462963749,2.16548585330182,1,0,0,58,0,8.92242639944198,2.18152462963749
59,14,0,0,2.18439323627212,2.17185509600428,1,0,0,59,0,8.89776398879485,2.18439323627212
60,14,0,0,2.18743111740589,2.19273872257046,1,0,0,60,0,8.87007491570448,2.18743111740589
61,14,0,0,2.19064877235105,2.1765537763653,1,0,0,61,0,8.83939056011801,2.19064877235105
62,14,0,0,2.19405670041984,2.16441423445719,1,0,0,62,0,8.80574230198255,2.19405670041984
63,14,0,0,2.1976654009245,2.19295504357603,1,0,0,63,0,8.76916152124525,2.1976654009245
64,14,0,0,2.2014850252714,2.20389417410365,1,0,0,64,0,8.72969200887413,2.2014850252714
65,14,0,0,2.20551423108697,2.20693389262864,1,0,0,65,0,8.68778757919392,2.20551423108697
66,14,0,0,2.2097378241889,2.20456751319977,1,0,0,66,0,8.64439618902768,2.2097378241889
67,14,0,0,2.21413978572908,2.20978410700065,1,0,0,67,0,8.60049521391463,2.21413978572908
68,14,0,0,2.21870409685937,2.21761899656066,1,0,0,68,0,8.55706202939397,2.21870409685937
69,14,0,0,2.22341473873165,2.22969484845566,1,0,0,69,0,8.51507401100493,2.22341473873165
70,14,0,0,2.22825569249779,2.23733693957653,1,0,0,70,0,8.47550853428674,2.22825569249779
71,14,0,0,2.23321093930967,2.22934519934625,1,0,0,71,0,8.4393429747786,2.23321093930967
72,14,0,0,2.23826423201986,2.23623414925707,1,0,0,72,0,8.4075073674811,2.23826423201986
73,14,0,0,2.24339548876612,2.24477127107357,1,0,0,73,0,8.3801365742846,2.24339548876612
74,14,0,0,2.24858144576475,2.24537541254664,1,0,0,74,0,8.35670564832205,2.24858144576475
75,14,0,0,2.25379874291825,2.24966321556023,1,0,0,75,0,8.3366696709366,2.25379874291825
76,14,0,0,2.25902402012913,2.26575048483421,1,0,0,76,0,8.31948372347145,2.25902402012913
77,14,0,0,2.26423391729991,2.27216138272183,1,0,0,77,0,8.30460288726975,2.26423391729991
78,14,0,0,2.26940507433309,2.27759510083782,1,0,0,78,0,8.2914822436747,2.26940507433309
79,14,0,0,2.2745141311312,2.28158044550373,1,0,0,79,0,8.27957687402946,2.2745141311312
80,14,0,0,2.27953929363627,2.26988404870263,1,0,0,80,0,8.26833526488422,2.27953929363627
81,14,0,0,2.28447415256273,2.27204317722192,1,0,0,81,0,8.25714111554278,2.28447415256273
82,14,0,0,2.28932103086143,2.30219880043383,1,0,0,82,0,8.24534135274321,2.28932103086143
83,14,0,0,2.29408235170977,2.30710352127273,1,0,0,83,0,8.23228248115682,2.29408235170977
84,14,0,0,2.29876053828512,2.32386310932722,1,0,0,84,0,8.21731100545494,2.29876053828512
85,14,0,0,2.30335801376487,2.32375385783604,1,0,0,85,0,8.19977343030886,2.30335801376487
