NACCAGE,EDUC,SEX,RACE,model,RACE_model,mean.adj,sd.adj,mean.adj.ori,sd.adj.ori,,,,,
42,10,1,White,transformed,0,1.895555255,0.093951595,24.58644389,5.843392022,,,,,
43,10,1,White,transformed,0,1.895913532,0.093951595,24.59841808,5.946305849,,,,,
44,10,1,White,transformed,0,1.896317291,0.093951595,24.61790032,6.049551137,,,,,
45,10,1,White,transformed,0,1.896779112,0.093951595,24.64733364,6.153212669,,-0.274014632,-0.755269464,,0.274014632
46,10,1,White,transformed,0,1.897311572,0.093951595,24.68916108,6.257375225,,,,,
47,10,1,White,transformed,0,1.897927249,0.093951595,24.74582568,6.362123584,,,,,
48,10,1,White,transformed,0,1.898638762,0.093951595,24.81976995,6.467542535,,,,,
49,10,1,White,transformed,0,1.899478169,0.093951595,24.91316239,6.573719926,,,,,
50,10,1,White,transformed,0,1.900528549,0.093951595,25.02745259,6.680751641,,,,,
51,10,1,White,transformed,0,1.901881251,0.093951595,25.16397362,6.788734865,,,,,
52,10,1,White,transformed,0,1.90362762,0.093951595,25.32405858,6.897766784,,,,,
53,10,1,White,transformed,0,1.905859003,0.093951595,25.50904053,7.007944584,,,,,
54,10,1,White,transformed,0,1.908666747,0.093951595,25.72025257,7.11936545,,,,,
55,10,1,White,transformed,0,1.912142199,0.093951595,25.95902778,7.232126567,,,,,
56,10,1,White,transformed,0,1.916375841,0.093951595,26.22669174,7.346324963,,,,,
57,10,1,White,transformed,0,1.921382862,0.093951595,26.52391771,7.462043777,,,,,
58,10,1,White,transformed,0,1.927045797,0.093951595,26.85022958,7.579341682,,,,,
59,10,1,White,transformed,0,1.933233678,0.093951595,27.20503427,7.698274862,,,,,
60,10,1,White,transformed,0,1.939815536,0.093951595,27.58773868,7.8188995,,,,,
61,10,1,White,transformed,0,1.946660402,0.093951595,27.99774973,7.941271779,,,,,
62,10,1,White,transformed,0,1.95363731,0.093951595,28.43447432,8.065447882,,,,,
63,10,1,White,transformed,0,1.960615289,0.093951595,28.89731937,8.191483993,,,,,
64,10,1,White,transformed,0,1.967464521,0.093951595,29.38554082,8.319438713,,,,,
65,10,1,White,transformed,0,1.974093133,0.093951595,29.89340752,8.449450534,,,,,
66,10,1,White,transformed,0,1.980454983,0.093951595,30.40917805,8.581754226,,,,,
67,10,1,White,transformed,0,1.986506654,0.093951595,30.92075316,8.716590295,,,,,
68,10,1,White,transformed,0,1.992204726,0.093951595,31.41603361,8.854199244,,,,,
69,10,1,White,transformed,0,1.997505783,0.093951595,31.88292016,8.994821576,,,,,
70,10,1,White,transformed,0,2.002366405,0.093951595,32.30931356,9.138697795,,,,,
71,10,1,White,transformed,0,2.006743175,0.093951595,32.68311459,9.286068405,,,,,
72,10,1,White,transformed,0,2.010599053,0.093951595,32.99342946,9.437192148,,,,,
73,10,1,White,transformed,0,2.014004144,0.093951595,33.24961272,9.592634115,,,,,
74,10,1,White,transformed,0,2.017117455,0.093951595,33.47782027,9.753213597,,,,,
75,10,1,White,transformed,0,2.020100687,0.093951595,33.70471655,9.919757576,,,,,
76,10,1,White,transformed,0,2.02311554,0.093951595,33.95696604,10.09309304,,,,,
77,10,1,White,transformed,0,2.026323713,0.093951595,34.2612332,10.27404697,,,,,
78,10,1,White,transformed,0,2.029886905,0.093951595,34.64418248,10.46344635,,,,,
79,10,1,White,transformed,0,2.033966818,0.093951595,35.13247835,10.66211816,,,,,
80,10,1,White,transformed,0,2.038705729,0.093951595,35.74898516,10.87082924,,,,,
81,10,1,White,transformed,0,2.044055129,0.093951595,36.479235,11.08975543,,,,,
82,10,1,White,transformed,0,2.04985822,0.093951595,37.28757056,11.31873715,,,,,
83,10,1,White,transformed,0,2.055956959,0.093951595,38.1380913,11.55761099,,,,,
84,10,1,White,transformed,0,2.062193304,0.093951595,38.9948967,11.80621351,,,,,
85,10,1,White,transformed,0,2.068409213,0.093951595,39.82208625,12.06438128,,,,,
86,10,1,White,transformed,0,2.074446644,0.093951595,40.5837594,12.33195087,,,,,
87,10,1,White,transformed,0,2.080147556,0.093951595,41.24401565,12.60875885,,,,,
88,10,1,White,transformed,0,2.085436347,0.093951595,41.79067534,12.89455067,,,,,
89,10,1,White,transformed,0,2.090746182,0.093951595,42.3579473,13.18850932,,,,,
90,10,1,White,transformed,0,2.096704115,0.093951595,43.13582834,13.48960345,,,,,
91,10,1,White,transformed,0,2.103937581,0.093951595,44.3144251,13.79680132,,,,,
92,10,1,White,transformed,0,2.113074017,0.093951595,46.0838442,14.10907115,,,,,
93,10,1,White,transformed,0,2.124740856,0.093951595,48.63419227,14.42538119,,,,,
94,10,1,White,transformed,0,2.139565536,0.093951595,52.15557593,14.74469967,,,,,
95,10,1,White,transformed,0,2.15817549,0.093951595,56.83810181,15.06599483,,,,,
40,11,1,White,transformed,0,1.891283636,0.093951595,24.11081842,5.638219633,,,,,
41,11,1,White,transformed,0,1.891588682,0.093951595,24.11510563,5.740724877,,,,,
42,11,1,White,transformed,0,1.891914055,0.093951595,24.12201482,5.843392022,,,,,
43,11,1,White,transformed,0,1.892272331,0.093951595,24.13398901,5.946305849,,,,,
44,11,1,White,transformed,0,1.892676091,0.093951595,24.15347124,6.049551137,,,,,
45,11,1,White,transformed,0,1.893137911,0.093951595,24.18290456,6.153212669,,,,,
46,11,1,White,transformed,0,1.893670371,0.093951595,24.224732,6.257375225,,,,,
47,11,1,White,transformed,0,1.894286049,0.093951595,24.28139661,6.362123584,,,,,
48,11,1,White,transformed,0,1.894997561,0.093951595,24.35534087,6.467542535,,,,,
49,11,1,White,transformed,0,1.895836968,0.093951595,24.44873332,6.573719926,,,,,
50,11,1,White,transformed,0,1.896887349,0.093951595,24.56302351,6.680751641,,,,,
51,11,1,White,transformed,0,1.89824005,0.093951595,24.69954455,6.788734865,,,,,
52,11,1,White,transformed,0,1.899986419,0.093951595,24.8596295,6.897766784,,,,,
53,11,1,White,transformed,0,1.902217803,0.093951595,25.04461146,7.007944584,,,,,
54,11,1,White,transformed,0,1.905025547,0.093951595,25.2558235,7.11936545,,,,,
55,11,1,White,transformed,0,1.908500998,0.093951595,25.4945987,7.232126567,,,,,
56,11,1,White,transformed,0,1.91273464,0.093951595,25.76226267,7.346324963,,,,,
57,11,1,White,transformed,0,1.917741661,0.093951595,26.05948863,7.462043777,,,,,
58,11,1,White,transformed,0,1.923404596,0.093951595,26.38580051,7.579341682,,,,,
59,11,1,White,transformed,0,1.929592477,0.093951595,26.74060519,7.698274862,,,,,
60,11,1,White,transformed,0,1.936174335,0.093951595,27.12330961,7.8188995,,,,,
61,11,1,White,transformed,0,1.943019202,0.093951595,27.53332065,7.941271779,,,,,
62,11,1,White,transformed,0,1.949996109,0.093951595,27.97004525,8.065447882,,,,,
63,11,1,White,transformed,0,1.956974089,0.093951595,28.43289029,8.191483993,,,,,
64,11,1,White,transformed,0,1.963823321,0.093951595,28.92111175,8.319438713,,,,,
65,11,1,White,transformed,0,1.970451932,0.093951595,29.42897845,8.449450534,,,,,
66,11,1,White,transformed,0,1.976813782,0.093951595,29.94474897,8.581754226,,,,,
67,11,1,White,transformed,0,1.982865453,0.093951595,30.45632408,8.716590295,,,,,
68,11,1,White,transformed,0,1.988563526,0.093951595,30.95160453,8.854199244,,,,,
69,11,1,White,transformed,0,1.993864582,0.093951595,31.41849108,8.994821576,,,,,
70,11,1,White,transformed,0,1.998725205,0.093951595,31.84488449,9.138697795,,,,,
71,11,1,White,transformed,0,2.003101975,0.093951595,32.21868551,9.286068405,,,,,
72,11,1,White,transformed,0,2.006957853,0.093951595,32.52900039,9.437192148,,,,,
73,11,1,White,transformed,0,2.010362943,0.093951595,32.78518365,9.592634115,,,,,
74,11,1,White,transformed,0,2.013476254,0.093951595,33.01339119,9.753213597,,,,,
75,11,1,White,transformed,0,2.016459487,0.093951595,33.24028748,9.919757576,,,,,
76,11,1,White,transformed,0,2.019474339,0.093951595,33.49253697,10.09309304,,,,,
77,11,1,White,transformed,0,2.022682512,0.093951595,33.79680412,10.27404697,,,,,
78,11,1,White,transformed,0,2.026245705,0.093951595,34.1797534,10.46344635,,,,,
79,11,1,White,transformed,0,2.030325617,0.093951595,34.66804927,10.66211816,,,,,
80,11,1,White,transformed,0,2.035064528,0.093951595,35.28455609,10.87082924,,,,,
81,11,1,White,transformed,0,2.040413929,0.093951595,36.01480593,11.08975543,,,,,
82,11,1,White,transformed,0,2.046217019,0.093951595,36.82314148,11.31873715,,,,,
83,11,1,White,transformed,0,2.052315758,0.093951595,37.67366222,11.55761099,,,,,
84,11,1,White,transformed,0,2.058552103,0.093951595,38.53046763,11.80621351,,,,,
85,11,1,White,transformed,0,2.064768012,0.093951595,39.35765717,12.06438128,,,,,
86,11,1,White,transformed,0,2.070805443,0.093951595,40.11933033,12.33195087,,,,,
87,11,1,White,transformed,0,2.076506355,0.093951595,40.77958658,12.60875885,,,,,
88,11,1,White,transformed,0,2.081795146,0.093951595,41.32624626,12.89455067,,,,,
89,11,1,White,transformed,0,2.087104981,0.093951595,41.89351822,13.18850932,,,,,
90,11,1,White,transformed,0,2.093062914,0.093951595,42.67139927,13.48960345,,,,,
91,11,1,White,transformed,0,2.100296381,0.093951595,43.84999603,13.79680132,,,,,
92,11,1,White,transformed,0,2.109432816,0.093951595,45.61941512,14.10907115,,,,,
93,11,1,White,transformed,0,2.121099656,0.093951595,48.16976319,14.42538119,,,,,
94,11,1,White,transformed,0,2.135924335,0.093951595,51.69114685,14.74469967,,,,,
95,11,1,White,transformed,0,2.154534289,0.093951595,56.37367274,15.06599483,,,,,
40,12,1,White,transformed,0,1.887642435,0.093951595,23.64638935,5.638219633,,,,,
41,12,1,White,transformed,0,1.887947482,0.093951595,23.65067656,5.740724877,,,,,
42,12,1,White,transformed,0,1.888272854,0.093951595,23.65758574,5.843392022,,,,,
43,12,1,White,transformed,0,1.888631131,0.093951595,23.66955993,5.946305849,,,,,
44,12,1,White,transformed,0,1.88903489,0.093951595,23.68904217,6.049551137,,,,,
45,12,1,White,transformed,0,1.88949671,0.093951595,23.71847549,6.153212669,,,,,
46,12,1,White,transformed,0,1.89002917,0.093951595,23.76030293,6.257375225,,,,,
47,12,1,White,transformed,0,1.890644848,0.093951595,23.81696753,6.362123584,,,,,
48,12,1,White,transformed,0,1.89135636,0.093951595,23.8909118,6.467542535,,,,,
49,12,1,White,transformed,0,1.892195767,0.093951595,23.98430424,6.573719926,,,,,
50,12,1,White,transformed,0,1.893246148,0.093951595,24.09859444,6.680751641,,,,,
51,12,1,White,transformed,0,1.89459885,0.093951595,24.23511547,6.788734865,,,,,
52,12,1,White,transformed,0,1.896345219,0.093951595,24.39520043,6.897766784,,,,,
53,12,1,White,transformed,0,1.898576602,0.093951595,24.58018238,7.007944584,,,,,
54,12,1,White,transformed,0,1.901384346,0.093951595,24.79139442,7.11936545,,,,,
55,12,1,White,transformed,0,1.904859798,0.093951595,25.03016963,7.232126567,,,,,
56,12,1,White,transformed,0,1.909093439,0.093951595,25.29783359,7.346324963,,,,,
57,12,1,White,transformed,0,1.91410046,0.093951595,25.59505956,7.462043777,,,,,
58,12,1,White,transformed,0,1.919763395,0.093951595,25.92137143,7.579341682,,,,,
59,12,1,White,transformed,0,1.925951276,0.093951595,26.27617612,7.698274862,,,,,
60,12,1,White,transformed,0,1.932533134,0.093951595,26.65888053,7.8188995,,,,,
61,12,1,White,transformed,0,1.939378001,0.093951595,27.06889158,7.941271779,,,,,
62,12,1,White,transformed,0,1.946354909,0.093951595,27.50561617,8.065447882,,,,,
63,12,1,White,transformed,0,1.953332888,0.093951595,27.96846122,8.191483993,,,,,
64,12,1,White,transformed,0,1.96018212,0.093951595,28.45668267,8.319438713,,,,,
65,12,1,White,transformed,0,1.966810732,0.093951595,28.96454937,8.449450534,,,,,
66,12,1,White,transformed,0,1.973172582,0.093951595,29.4803199,8.581754226,,,,,
67,12,1,White,transformed,0,1.979224252,0.093951595,29.99189501,8.716590295,,,,,
68,12,1,White,transformed,0,1.984922325,0.093951595,30.48717546,8.854199244,,,,,
69,12,1,White,transformed,0,1.990223382,0.093951595,30.95406201,8.994821576,,,,,
70,12,1,White,transformed,0,1.995084004,0.093951595,31.38045541,9.138697795,,,,,
71,12,1,White,transformed,0,1.999460774,0.093951595,31.75425644,9.286068405,,,,,
72,12,1,White,transformed,0,2.003316652,0.093951595,32.06457131,9.437192148,,,,,
73,12,1,White,transformed,0,2.006721742,0.093951595,32.32075457,9.592634115,,,,,
74,12,1,White,transformed,0,2.009835054,0.093951595,32.54896212,9.753213597,,,,,
75,12,1,White,transformed,0,2.012818286,0.093951595,32.7758584,9.919757576,,,,,
76,12,1,White,transformed,0,2.015833139,0.093951595,33.02810789,10.09309304,,,,,
77,12,1,White,transformed,0,2.019041311,0.093951595,33.33237505,10.27404697,,,,,
78,12,1,White,transformed,0,2.022604504,0.093951595,33.71532433,10.46344635,,,,,
79,12,1,White,transformed,0,2.026684417,0.093951595,34.2036202,10.66211816,,,,,
80,12,1,White,transformed,0,2.031423328,0.093951595,34.82012701,10.87082924,,,,,
81,12,1,White,transformed,0,2.036772728,0.093951595,35.55037685,11.08975543,,,,,
82,12,1,White,transformed,0,2.042575818,0.093951595,36.35871241,11.31873715,,,,,
83,12,1,White,transformed,0,2.048674557,0.093951595,37.20923315,11.55761099,,,,,
84,12,1,White,transformed,0,2.054910902,0.093951595,38.06603855,11.80621351,,,,,
85,12,1,White,transformed,0,2.061126811,0.093951595,38.8932281,12.06438128,,,,,
86,12,1,White,transformed,0,2.067164243,0.093951595,39.65490125,12.33195087,,,,,
87,12,1,White,transformed,0,2.072865155,0.093951595,40.3151575,12.60875885,,,,,
88,12,1,White,transformed,0,2.078153945,0.093951595,40.86181719,12.89455067,,,,,
89,12,1,White,transformed,0,2.08346378,0.093951595,41.42908915,13.18850932,,,,,
90,12,1,White,transformed,0,2.089421714,0.093951595,42.20697019,13.48960345,,,,,
91,12,1,White,transformed,0,2.09665518,0.093951595,43.38556695,13.79680132,,,,,
92,12,1,White,transformed,0,2.105791615,0.093951595,45.15498605,14.10907115,,,,,
93,12,1,White,transformed,0,2.117458455,0.093951595,47.70533412,14.42538119,,,,,
94,12,1,White,transformed,0,2.132283134,0.093951595,51.22671778,14.74469967,,,,,
95,12,1,White,transformed,0,2.150893088,0.093951595,55.90924366,15.06599483,,,,,
40,13,1,White,transformed,0,1.884001234,0.093951595,23.18196027,5.638219633,,,,,
41,13,1,White,transformed,0,1.884306281,0.093951595,23.18624748,5.740724877,,,,,
42,13,1,White,transformed,0,1.884631653,0.093951595,23.19315667,5.843392022,,,,,
43,13,1,White,transformed,0,1.88498993,0.093951595,23.20513086,5.946305849,,,,,
44,13,1,White,transformed,0,1.885393689,0.093951595,23.22461309,6.049551137,,,,,
45,13,1,White,transformed,0,1.88585551,0.093951595,23.25404641,6.153212669,,,,,
46,13,1,White,transformed,0,1.88638797,0.093951595,23.29587385,6.257375225,,,,,
47,13,1,White,transformed,0,1.887003647,0.093951595,23.35253846,6.362123584,,,,,
48,13,1,White,transformed,0,1.88771516,0.093951595,23.42648272,6.467542535,,,,,
49,13,1,White,transformed,0,1.888554566,0.093951595,23.51987517,6.573719926,,,,,
50,13,1,White,transformed,0,1.889604947,0.093951595,23.63416536,6.680751641,,,,,
51,13,1,White,transformed,0,1.890957649,0.093951595,23.7706864,6.788734865,,,,,
52,13,1,White,transformed,0,1.892704018,0.093951595,23.93077135,6.897766784,,,,,
53,13,1,White,transformed,0,1.894935401,0.093951595,24.11575331,7.007944584,,,,,
54,13,1,White,transformed,0,1.897743145,0.093951595,24.32696535,7.11936545,,,,,
55,13,1,White,transformed,0,1.901218597,0.093951595,24.56574055,7.232126567,,,,,
56,13,1,White,transformed,0,1.905452239,0.093951595,24.83340452,7.346324963,,,,,
57,13,1,White,transformed,0,1.91045926,0.093951595,25.13063048,7.462043777,,,,,
58,13,1,White,transformed,0,1.916122195,0.093951595,25.45694236,7.579341682,,,,,
59,13,1,White,transformed,0,1.922310075,0.093951595,25.81174704,7.698274862,,,,,
60,13,1,White,transformed,0,1.928891933,0.093951595,26.19445146,7.8188995,,,,,
61,13,1,White,transformed,0,1.9357368,0.093951595,26.6044625,7.941271779,,,,,
62,13,1,White,transformed,0,1.942713708,0.093951595,27.0411871,8.065447882,,,,,
63,13,1,White,transformed,0,1.949691687,0.093951595,27.50403214,8.191483993,,,,,
64,13,1,White,transformed,0,1.956540919,0.093951595,27.9922536,8.319438713,,,,,
65,13,1,White,transformed,0,1.963169531,0.093951595,28.5001203,8.449450534,,,,,
66,13,1,White,transformed,0,1.969531381,0.093951595,29.01589082,8.581754226,,,,,
67,13,1,White,transformed,0,1.975583052,0.093951595,29.52746593,8.716590295,,,,,
68,13,1,White,transformed,0,1.981281124,0.093951595,30.02274638,8.854199244,,,,,
69,13,1,White,transformed,0,1.986582181,0.093951595,30.48963293,8.994821576,,,,,
70,13,1,White,transformed,0,1.991442803,0.093951595,30.91602634,9.138697795,,,,,
71,13,1,White,transformed,0,1.995819573,0.093951595,31.28982736,9.286068405,,,,,
72,13,1,White,transformed,0,1.999675451,0.093951595,31.60014224,9.437192148,,,,,
73,13,1,White,transformed,0,2.003080542,0.093951595,31.8563255,9.592634115,,,,,
74,13,1,White,transformed,0,2.006193853,0.093951595,32.08453304,9.753213597,,,,,
75,13,1,White,transformed,0,2.009177085,0.093951595,32.31142933,9.919757576,,,,,
76,13,1,White,transformed,0,2.012191938,0.093951595,32.56367882,10.09309304,,,,,
77,13,1,White,transformed,0,2.015400111,0.093951595,32.86794597,10.27404697,,,,,
78,13,1,White,transformed,0,2.018963303,0.093951595,33.25089525,10.46344635,,,,,
79,13,1,White,transformed,0,2.023043216,0.093951595,33.73919112,10.66211816,,,,,
80,13,1,White,transformed,0,2.027782127,0.093951595,34.35569794,10.87082924,,,,,
81,13,1,White,transformed,0,2.033131527,0.093951595,35.08594778,11.08975543,,,,,
82,13,1,White,transformed,0,2.038934618,0.093951595,35.89428333,11.31873715,,,,,
83,13,1,White,transformed,0,2.045033357,0.093951595,36.74480407,11.55761099,,,,,
84,13,1,White,transformed,0,2.051269701,0.093951595,37.60160948,11.80621351,,,,,
85,13,1,White,transformed,0,2.057485611,0.093951595,38.42879902,12.06438128,,,,,
86,13,1,White,transformed,0,2.063523042,0.093951595,39.19047218,12.33195087,,,,,
87,13,1,White,transformed,0,2.069223954,0.093951595,39.85072843,12.60875885,,,,,
88,13,1,White,transformed,0,2.074512745,0.093951595,40.39738811,12.89455067,,,,,
89,13,1,White,transformed,0,2.07982258,0.093951595,40.96466007,13.18850932,,,,,
90,13,1,White,transformed,0,2.085780513,0.093951595,41.74254112,13.48960345,,,,,
91,13,1,White,transformed,0,2.093013979,0.093951595,42.92113788,13.79680132,,,,,
92,13,1,White,transformed,0,2.102150415,0.093951595,44.69055697,14.10907115,,,,,
93,13,1,White,transformed,0,2.113817254,0.093951595,47.24090504,14.42538119,,,,,
94,13,1,White,transformed,0,2.128641933,0.093951595,50.7622887,14.74469967,,,,,
95,13,1,White,transformed,0,2.147251888,0.093951595,55.44481459,15.06599483,,,,,
40,14,1,White,transformed,0,1.880360034,0.093951595,22.7175312,5.638219633,,,,,
41,14,1,White,transformed,0,1.88066508,0.093951595,22.72181841,5.740724877,,,,,
42,14,1,White,transformed,0,1.880990453,0.093951595,22.72872759,5.843392022,,,,,
43,14,1,White,transformed,0,1.881348729,0.093951595,22.74070178,5.946305849,,,,,
44,14,1,White,transformed,0,1.881752489,0.093951595,22.76018402,6.049551137,,,,,
45,14,1,White,transformed,0,1.882214309,0.093951595,22.78961734,6.153212669,,,,,
46,14,1,White,transformed,0,1.882746769,0.093951595,22.83144478,6.257375225,,,,,
47,14,1,White,transformed,0,1.883362447,0.093951595,22.88810938,6.362123584,,,,,
48,14,1,White,transformed,0,1.884073959,0.093951595,22.96205365,6.467542535,,,,,
49,14,1,White,transformed,0,1.884913366,0.093951595,23.05544609,6.573719926,,,,,
50,14,1,White,transformed,0,1.885963747,0.093951595,23.16973629,6.680751641,,,,,
51,14,1,White,transformed,0,1.887316448,0.093951595,23.30625732,6.788734865,,,,,
52,14,1,White,transformed,0,1.889062817,0.093951595,23.46634228,6.897766784,,,,,
53,14,1,White,transformed,0,1.8912942,0.093951595,23.65132423,7.007944584,,,,,
54,14,1,White,transformed,0,1.894101945,0.093951595,23.86253627,7.11936545,,,,,
55,14,1,White,transformed,0,1.897577396,0.093951595,24.10131148,7.232126567,,,,,
56,14,1,White,transformed,0,1.901811038,0.093951595,24.36897544,7.346324963,,,,,
57,14,1,White,transformed,0,1.906818059,0.093951595,24.66620141,7.462043777,,,,,
58,14,1,White,transformed,0,1.912480994,0.093951595,24.99251328,7.579341682,,,,,
59,14,1,White,transformed,0,1.918668875,0.093951595,25.34731797,7.698274862,,,,,
60,14,1,White,transformed,0,1.925250733,0.093951595,25.73002238,7.8188995,,,,,
61,14,1,White,transformed,0,1.9320956,0.093951595,26.14003343,7.941271779,,,,,
62,14,1,White,transformed,0,1.939072507,0.093951595,26.57675802,8.065447882,,,,,
63,14,1,White,transformed,0,1.946050487,0.093951595,27.03960307,8.191483993,,,,,
64,14,1,White,transformed,0,1.952899719,0.093951595,27.52782452,8.319438713,,,,,
65,14,1,White,transformed,0,1.95952833,0.093951595,28.03569122,8.449450534,,,,,
66,14,1,White,transformed,0,1.96589018,0.093951595,28.55146175,8.581754226,,,,,
67,14,1,White,transformed,0,1.971941851,0.093951595,29.06303686,8.716590295,,,,,
68,14,1,White,transformed,0,1.977639924,0.093951595,29.55831731,8.854199244,,,,,
69,14,1,White,transformed,0,1.98294098,0.093951595,30.02520386,8.994821576,,,,,
70,14,1,White,transformed,0,1.987801603,0.093951595,30.45159726,9.138697795,,,,,
71,14,1,White,transformed,0,1.992178373,0.093951595,30.82539829,9.286068405,,,,,
72,14,1,White,transformed,0,1.996034251,0.093951595,31.13571316,9.437192148,,,,,
73,14,1,White,transformed,0,1.999439341,0.093951595,31.39189642,9.592634115,,,,,
74,14,1,White,transformed,0,2.002552652,0.093951595,31.62010397,9.753213597,,,,,
75,14,1,White,transformed,0,2.005535885,0.093951595,31.84700025,9.919757576,,,,,
76,14,1,White,transformed,0,2.008550737,0.093951595,32.09924974,10.09309304,,,,,
77,14,1,White,transformed,0,2.01175891,0.093951595,32.4035169,10.27404697,,,,,
78,14,1,White,transformed,0,2.015322103,0.093951595,32.78646618,10.46344635,,,,,
79,14,1,White,transformed,0,2.019402015,0.093951595,33.27476205,10.66211816,,,,,
80,14,1,White,transformed,0,2.024140926,0.093951595,33.89126886,10.87082924,,,,,
81,14,1,White,transformed,0,2.029490327,0.093951595,34.6215187,11.08975543,,,,,
82,14,1,White,transformed,0,2.035293417,0.093951595,35.42985426,11.31873715,,,,,
83,14,1,White,transformed,0,2.041392156,0.093951595,36.280375,11.55761099,,,,,
84,14,1,White,transformed,0,2.047628501,0.093951595,37.1371804,11.80621351,,,,,
85,14,1,White,transformed,0,2.05384441,0.093951595,37.96436995,12.06438128,,,,,
86,14,1,White,transformed,0,2.059881841,0.093951595,38.7260431,12.33195087,,,,,
87,14,1,White,transformed,0,2.065582753,0.093951595,39.38629935,12.60875885,,,,,
88,14,1,White,transformed,0,2.070871544,0.093951595,39.93295904,12.89455067,,,,,
89,14,1,White,transformed,0,2.076181379,0.093951595,40.500231,13.18850932,,,,,
90,14,1,White,transformed,0,2.082139312,0.093951595,41.27811204,13.48960345,,,,,
91,14,1,White,transformed,0,2.089372779,0.093951595,42.4567088,13.79680132,,,,,
92,14,1,White,transformed,0,2.098509214,0.093951595,44.2261279,14.10907115,,,,,
93,14,1,White,transformed,0,2.110176054,0.093951595,46.77647597,14.42538119,,,,,
94,14,1,White,transformed,0,2.125000733,0.093951595,50.29785963,14.74469967,,,,,
95,14,1,White,transformed,0,2.143610687,0.093951595,54.98038551,15.06599483,,,,,
40,15,1,White,transformed,0,1.876718833,0.093951595,22.25310212,5.638219633,,,,,
41,15,1,White,transformed,0,1.87702388,0.093951595,22.25738933,5.740724877,,,,,
42,15,1,White,transformed,0,1.877349252,0.093951595,22.26429852,5.843392022,,,,,
43,15,1,White,transformed,0,1.877707529,0.093951595,22.27627271,5.946305849,,,,,
44,15,1,White,transformed,0,1.878111288,0.093951595,22.29575494,6.049551137,,,,,
45,15,1,White,transformed,0,1.878573108,0.093951595,22.32518826,6.153212669,,,,,
46,15,1,White,transformed,0,1.879105568,0.093951595,22.3670157,6.257375225,,,,,
47,15,1,White,transformed,0,1.879721246,0.093951595,22.42368031,6.362123584,,,,,
48,15,1,White,transformed,0,1.880432758,0.093951595,22.49762457,6.467542535,,,,,
49,15,1,White,transformed,0,1.881272165,0.093951595,22.59101702,6.573719926,,,,,
50,15,1,White,transformed,0,1.882322546,0.093951595,22.70530721,6.680751641,,,,,
51,15,1,White,transformed,0,1.883675248,0.093951595,22.84182825,6.788734865,,,,,
52,15,1,White,transformed,0,1.885421617,0.093951595,23.0019132,6.897766784,,,,,
53,15,1,White,transformed,0,1.887653,0.093951595,23.18689516,7.007944584,,,,,
54,15,1,White,transformed,0,1.890460744,0.093951595,23.3981072,7.11936545,,,,,
55,15,1,White,transformed,0,1.893936195,0.093951595,23.6368824,7.232126567,,,,,
56,15,1,White,transformed,0,1.898169837,0.093951595,23.90454637,7.346324963,,,,,
57,15,1,White,transformed,0,1.903176858,0.093951595,24.20177233,7.462043777,,,,,
58,15,1,White,transformed,0,1.908839793,0.093951595,24.52808421,7.579341682,,,,,
59,15,1,White,transformed,0,1.915027674,0.093951595,24.88288889,7.698274862,,,,,
60,15,1,White,transformed,0,1.921609532,0.093951595,25.26559331,7.8188995,,,,,
61,15,1,White,transformed,0,1.928454399,0.093951595,25.67560435,7.941271779,,,,,
62,15,1,White,transformed,0,1.935431306,0.093951595,26.11232895,8.065447882,,,,,
63,15,1,White,transformed,0,1.942409286,0.093951595,26.57517399,8.191483993,,,,,
64,15,1,White,transformed,0,1.949258518,0.093951595,27.06339545,8.319438713,,,,,
65,15,1,White,transformed,0,1.955887129,0.093951595,27.57126215,8.449450534,,,,,
66,15,1,White,transformed,0,1.96224898,0.093951595,28.08703267,8.581754226,,,,,
67,15,1,White,transformed,0,1.96830065,0.093951595,28.59860778,8.716590295,,,,,
68,15,1,White,transformed,0,1.973998723,0.093951595,29.09388823,8.854199244,,,,,
69,15,1,White,transformed,0,1.97929978,0.093951595,29.56077478,8.994821576,,,,,
70,15,1,White,transformed,0,1.984160402,0.093951595,29.98716819,9.138697795,,,,,
71,15,1,White,transformed,0,1.988537172,0.093951595,30.36096921,9.286068405,,,,,
72,15,1,White,transformed,0,1.99239305,0.093951595,30.67128409,9.437192148,,,,,
73,15,1,White,transformed,0,1.99579814,0.093951595,30.92746735,9.592634115,,,,,
74,15,1,White,transformed,0,1.998911452,0.093951595,31.15567489,9.753213597,,,,,
75,15,1,White,transformed,0,2.001894684,0.093951595,31.38257118,9.919757576,,,,,
76,15,1,White,transformed,0,2.004909537,0.093951595,31.63482067,10.09309304,,,,,
77,15,1,White,transformed,0,2.008117709,0.093951595,31.93908782,10.27404697,,,,,
78,15,1,White,transformed,0,2.011680902,0.093951595,32.3220371,10.46344635,,,,,
79,15,1,White,transformed,0,2.015760814,0.093951595,32.81033297,10.66211816,,,,,
80,15,1,White,transformed,0,2.020499726,0.093951595,33.42683979,10.87082924,,,,,
81,15,1,White,transformed,0,2.025849126,0.093951595,34.15708963,11.08975543,,,,,
82,15,1,White,transformed,0,2.031652216,0.093951595,34.96542518,11.31873715,,,,,
83,15,1,White,transformed,0,2.037750955,0.093951595,35.81594592,11.55761099,,,,,
84,15,1,White,transformed,0,2.0439873,0.093951595,36.67275133,11.80621351,,,,,
