NACCAGE,EDUC,SEX,mean.adj,sd.adj,Zscore
53,11,0,2.134602867,0.129801975,0
54,11,0,2.139380069,0.129801975,0
55,11,0,2.145001807,0.129801975,0
56,11,0,2.151586153,0.129801975,0
57,11,0,2.15914192,0.129801975,0
58,11,0,2.167485415,0.129801975,0
59,11,0,2.176413356,0.129801975,0
60,11,0,2.185722456,0.129801975,0
61,11,0,2.195209431,0.129801975,0
62,11,0,2.204670994,0.129801975,0
63,11,0,2.213903862,0.129801975,0
64,11,0,2.222707479,0.129801975,0
65,11,0,2.230971464,0.129801975,0
66,11,0,2.238694114,0.129801975,0
67,11,0,2.245880196,0.129801975,0
68,11,0,2.252534474,0.129801975,0
69,11,0,2.258661716,0.129801975,0
70,11,0,2.264266688,0.129801975,0
71,11,0,2.269354155,0.129801975,0
72,11,0,2.27393298,0.129801975,0
73,11,0,2.27808082,0.129801975,0
74,11,0,2.281932415,0.129801975,0
75,11,0,2.285624236,0.129801975,0
76,11,0,2.289292751,0.129801975,0
77,11,0,2.293074429,0.129801975,0
78,11,0,2.297105739,0.129801975,0
79,11,0,2.30152315,0.129801975,0
80,11,0,2.306451829,0.129801975,0
81,11,0,2.3119059,0.129801975,0
82,11,0,2.317836466,0.129801975,0
83,11,0,2.324193902,0.129801975,0
84,11,0,2.330928587,0.129801975,0
85,11,0,2.337990898,0.129801975,0
86,11,0,2.345331211,0.129801975,0
87,11,0,2.352899904,0.129801975,0
88,11,0,2.360655211,0.129801975,0
89,11,0,2.36860386,0.129801975,0
90,11,0,2.376771056,0.129801975,0
91,11,0,2.385182042,0.129801975,0
92,11,0,2.393862062,0.129801975,0
93,11,0,2.402836356,0.129801975,0
94,11,0,2.412130169,0.129801975,0
95,11,0,2.421768743,0.129801975,0
40,12,0,2.096916202,0.129801975,0
41,12,0,2.098687048,0.129801975,0
42,12,0,2.100481317,0.129801975,0
43,12,0,2.102311859,0.129801975,0
44,12,0,2.104191521,0.129801975,0
45,12,0,2.106133153,0.129801975,0
46,12,0,2.108149601,0.129801975,0
47,12,0,2.110253715,0.129801975,0
48,12,0,2.112458395,0.129801975,0
