NACCAGE,EDUC,SEX,RACE,model,RACE_model,mean.adj,sd.adj,,
80,17,0,White,transformed,0,2.249510744,0.122524029,,
81,17,0,White,transformed,0,2.256088688,0.122524029,,
82,17,0,White,transformed,0,2.263255683,0.122524029,,
83,17,0,White,transformed,0,2.270841163,0.122524029,,
84,17,0,White,transformed,0,2.27867456,0.122524029,,
85,17,0,White,transformed,0,2.286585305,0.122524029,,
86,17,0,White,transformed,0,2.294402832,0.122524029,,
87,17,0,White,transformed,0,2.301956572,0.122524029,,
88,17,0,White,transformed,0,2.309138669,0.122524029,,
89,17,0,White,transformed,0,2.316228269,0.122524029,,
90,17,0,White,transformed,0,2.323652004,0.122524029,,
91,17,0,White,transformed,0,2.331836798,0.122524029,,
92,17,0,White,transformed,0,2.341209573,0.122524029,,
93,17,0,White,transformed,0,2.352197252,0.122524029,,
94,17,0,White,transformed,0,2.365226757,0.122524029,,
95,17,0,White,transformed,0,2.380725012,0.122524029,,
40,18,0,White,transformed,0,2.058885192,0.122524029,,
41,18,0,White,transformed,0,2.059298822,0.122524029,,
42,18,0,White,transformed,0,2.059737442,0.122524029,,
43,18,0,White,transformed,0,2.060216142,0.122524029,,
44,18,0,White,transformed,0,2.060750014,0.122524029,,
45,18,0,White,transformed,0,2.061354148,0.122524029,,
46,18,0,White,transformed,0,2.062043636,0.122524029,,
47,18,0,White,transformed,0,2.06283357,0.122524029,,
48,18,0,White,transformed,0,2.06373909,0.122524029,,
49,18,0,White,transformed,0,2.064801063,0.122524029,,
50,18,0,White,transformed,0,2.06612786,0.122524029,,
51,18,0,White,transformed,0,2.067838786,0.122524029,,
52,18,0,White,transformed,0,2.070053151,0.122524029,,
53,18,0,White,transformed,0,2.07289026,0.122524029,,
54,18,0,White,transformed,0,2.076469421,0.122524029,,
55,18,0,White,transformed,0,2.080909943,0.122524029,,
56,18,0,White,transformed,0,2.086330035,0.122524029,,
57,18,0,White,transformed,0,2.09275244,0.122524029,,
58,18,0,White,transformed,0,2.100031698,0.122524029,,
59,18,0,White,transformed,0,2.108005226,0.122524029,,
60,18,0,White,transformed,0,2.116510441,0.122524029,,
61,18,0,White,transformed,0,2.125384761,0.122524029,,
62,18,0,White,transformed,0,2.134465605,0.122524029,,
63,18,0,White,transformed,0,2.143590389,0.122524029,,
64,18,0,White,transformed,0,2.152597745,0.122524029,,
65,18,0,White,transformed,0,2.16136639,0.122524029,,
66,18,0,White,transformed,0,2.169823351,0.122524029,,
67,18,0,White,transformed,0,2.177898531,0.122524029,,
68,18,0,White,transformed,0,2.185521835,0.122524029,,
69,18,0,White,transformed,0,2.192623165,0.122524029,,
70,18,0,White,transformed,0,2.199132425,0.122524029,,
71,18,0,White,transformed,0,2.204979518,0.122524029,,
72,18,0,White,transformed,0,2.210103033,0.122524029,,
73,18,0,White,transformed,0,2.214587454,0.122524029,,
74,18,0,White,transformed,0,2.218638322,0.122524029,,
75,18,0,White,transformed,0,2.222464842,0.122524029,,
76,18,0,White,transformed,0,2.22627622,0.122524029,,
77,18,0,White,transformed,0,2.230281662,0.122524029,,
78,18,0,White,transformed,0,2.234690373,0.122524029,,
79,18,0,White,transformed,0,2.23971156,0.122524029,,
80,18,0,White,transformed,0,2.24553136,0.122524029,,
