NACCAGE,EDUC,SEX,mean.adj,sd.adj,Zscore
78,18,0,2.408732413,0.099604743,0
79,18,0,2.41259195,0.09976208,0
80,18,0,2.416642292,0.099948747,0
81,18,0,2.420890121,0.100160934,0
82,18,0,2.425320238,0.100391257,0
83,18,0,2.429917192,0.100632287,0
84,18,0,2.434665531,0.100876597,0
85,18,0,2.439549805,0.101116759,0
86,18,0,2.444554563,0.101345345,0
87,18,0,2.449664355,0.101554928,0
88,18,0,2.454892522,0.101739203,0
89,18,0,2.46043011,0.101898797,0
90,18,0,2.46653588,0.102036975,0
91,18,0,2.473468731,0.102157012,0
92,18,0,2.481487558,0.102262178,0
93,18,0,2.490851258,0.102355748,0
94,18,0,2.501818728,0.102440992,0
95,18,0,2.514648866,0.102521183,0
40,19,0,2.24417689,0.098847763,0
41,19,0,2.247245331,0.098851621,0
42,19,0,2.250077566,0.098855481,0
43,19,0,2.252683549,0.098859344,0
44,19,0,2.255073234,0.098863211,0
45,19,0,2.257256571,0.098867084,0
46,19,0,2.259243514,0.098870964,0
47,19,0,2.261044016,0.098874852,0
48,19,0,2.262668098,0.09887875,0
49,19,0,2.264160775,0.098882662,0
50,19,0,2.26565888,0.098886597,0
51,19,0,2.267314128,0.098890568,0
52,19,0,2.269278232,0.098894586,0
53,19,0,2.271702906,0.098898664,0
54,19,0,2.274739863,0.098902813,0
55,19,0,2.278540816,0.098907045,0
56,19,0,2.283256108,0.098911371,0
57,19,0,2.288916588,0.098915828,0
58,19,0,2.295342581,0.098920492,0
59,19,0,2.302332978,0.098925445,0
60,19,0,2.309686675,0.098930768,0
61,19,0,2.317202566,0.098936541,0
62,19,0,2.324679543,0.098942846,0
63,19,0,2.331916501,0.098949765,0
64,19,0,2.338715604,0.098957386,0
65,19,0,2.344987066,0.098966064,0
66,19,0,2.350771317,0.098976475,0
67,19,0,2.356116539,0.09898931,0
68,19,0,2.361070914,0.099005266,0
69,19,0,2.365682625,0.099025034,0
70,19,0,2.369999854,0.09904931,0
71,19,0,2.374070783,0.099078786,0
72,19,0,2.377943626,0.099114232,0
73,19,0,2.381667105,0.099157698,0
74,19,0,2.385290364,0.09921229,0
75,19,0,2.388862563,0.09928115,0
76,19,0,2.392432859,0.099367419,0
77,19,0,2.39605041,0.099474236,0
78,19,0,2.399764375,0.099604743,0
79,19,0,2.403623912,0.09976208,0
80,19,0,2.407674254,0.099948747,0
81,19,0,2.411922083,0.100160934,0
82,19,0,2.4163522,0.100391257,0
83,19,0,2.420949153,0.100632287,0
84,19,0,2.425697493,0.100876597,0
85,19,0,2.430581767,0.101116759,0
86,19,0,2.435586525,0.101345345,0
87,19,0,2.440696316,0.101554928,0
88,19,0,2.445924484,0.101739203,0
89,19,0,2.451462071,0.101898797,0
90,19,0,2.457567842,0.102036975,0
91,19,0,2.464500692,0.102157012,0
92,19,0,2.472519519,0.102262178,0
93,19,0,2.48188322,0.102355748,0
